# Description: This file contains monthly means and monthly anomalies for surface air temperature from ERA5 averaged over the global domain (0–360°E, 90°S–90°N) from 1940 to 2023.
1980-08-01,15.83,16.11,-0.28
1980-09-01,15.08,15.45,-0.37
1980-10-01,13.99,14.45,-0.46
1980-11-01,12.94,13.37,-0.43
1980-12-01,12.19,12.67,-0.47
1981-01-01,12.27,12.44,-0.17
1981-02-01,12.48,12.73,-0.25
1981-03-01,13.25,13.41,-0.16
1981-04-01,14.15,14.36,-0.21
1981-05-01,15.03,15.26,-0.23
1981-06-01,15.73,15.98,-0.25
1981-07-01,15.99,16.23,-0.24
1981-08-01,15.88,16.11,-0.24
1981-09-01,15.11,15.45,-0.34
1981-10-01,14.03,14.45,-0.42
1981-11-01,12.95,13.37,-0.43
1981-12-01,12.43,12.67,-0.23
1982-01-01,11.86,12.44,-0.58
1982-02-01,12.24,12.73,-0.49
1982-03-01,12.77,13.41,-0.64
1982-04-01,13.82,14.36,-0.54
1982-05-01,14.89,15.26,-0.37
1982-06-01,15.56,15.98,-0.42
1982-07-01,15.89,16.23,-0.34
1982-08-01,15.66,16.11,-0.45
1982-09-01,14.98,15.45,-0.47
1982-10-01,13.93,14.45,-0.52
1982-11-01,12.85,13.37,-0.52
1982-12-01,12.43,12.67,-0.23
1983-01-01,12.29,12.44,-0.15
1983-02-01,12.54,12.73,-0.19
1983-03-01,13.22,13.41,-0.19
1983-04-01,14.08,14.36,-0.28
1983-05-01,15.13,15.26,-0.13
1983-06-01,15.72,15.98,-0.27
1983-07-01,15.91,16.23,-0.32
1983-08-01,15.86,16.11,-0.25
1983-09-01,15.25,15.45,-0.20
1983-10-01,13.97,14.45,-0.48
1983-11-01,13.02,13.37,-0.35
1983-12-01,12.24,12.67,-0.42
1984-01-01,12.04,12.44,-0.40
1984-02-01,12.17,12.73,-0.56
1984-03-01,13.02,13.41,-0.39
1984-04-01,13.89,14.36,-0.47
1984-05-01,15.05,15.26,-0.21
1984-06-01,15.48,15.98,-0.51
1984-07-01,15.70,16.23,-0.53
1984-08-01,15.67,16.11,-0.44
1984-09-01,14.96,15.45,-0.49
1984-10-01,13.92,14.45,-0.52
1984-11-01,12.72,13.37,-0.65
1984-12-01,12.06,12.67,-0.60
1985-01-01,12.02,12.44,-0.42
1985-02-01,12.03,12.73,-0.69
1985-03-01,12.88,13.41,-0.53
1985-04-01,13.89,14.36,-0.47
1985-05-01,14.82,15.26,-0.44
1985-06-01,15.52,15.98,-0.47
1985-07-01,15.69,16.23,-0.54
1985-08-01,15.72,16.11,-0.39
1985-09-01,14.93,15.45,-0.52
1985-10-01,13.80,14.45,-0.65
1985-11-01,12.78,13.37,-0.59
1985-12-01,12.12,12.67,-0.55
1986-01-01,12.01,12.44,-0.43
1986-02-01,12.35,12.73,-0.38
1986-03-01,13.00,13.41,-0.41
1986-04-01,14.06,14.36,-0.30
1986-05-01,14.99,15.26,-0.27
1986-06-01,15.53,15.98,-0.45
1986-07-01,15.78,16.23,-0.45
1986-08-01,15.67,16.11,-0.44
1986-09-01,14.92,15.45,-0.53
1986-10-01,13.85,14.45,-0.59
1986-11-01,12.87,13.37,-0.50
1986-12-01,12.22,12.67,-0.45
1987-01-01,12.11,12.44,-0.33
1987-02-01,12.44,12.73,-0.29
1987-03-01,12.93,13.41,-0.48
1987-04-01,14.03,14.36,-0.33
1987-05-01,14.99,15.26,-0.27
1987-06-01,15.79,15.98,-0.19
1987-07-01,16.14,16.23,-0.09
1987-08-01,15.84,16.11,-0.27
1987-09-01,15.22,15.45,-0.22
1987-10-01,14.10,14.45,-0.35
1987-11-01,13.00,13.37,-0.37
1987-12-01,12.54,12.67,-0.13
1988-01-01,12.31,12.44,-0.13
1988-02-01,12.40,12.73,-0.33
1988-03-01,13.22,13.41,-0.19
1988-04-01,14.17,14.36,-0.19
1988-05-01,15.16,15.26,-0.10
1988-06-01,15.83,15.98,-0.16
1988-07-01,16.03,16.23,-0.20
1988-08-01,15.95,16.11,-0.17
1988-09-01,15.26,15.45,-0.19
1988-10-01,14.09,14.45,-0.35
1988-11-01,12.80,13.37,-0.57
1988-12-01,12.30,12.67,-0.37
1989-01-01,11.85,12.44,-0.60
1989-02-01,12.39,12.73,-0.34
1989-03-01,13.05,13.41,-0.36
1989-04-01,14.05,14.36,-0.31
1989-05-01,14.85,15.26,-0.41
1989-06-01,15.58,15.98,-0.41
1989-07-01,15.99,16.23,-0.24
1989-08-01,15.79,16.11,-0.32
1989-09-01,15.16,15.45,-0.28
1989-10-01,14.07,14.45,-0.38
1989-11-01,12.88,13.37,-0.49
1989-12-01,12.43,12.67,-0.24
1990-01-01,12.21,12.44,-0.23
1990-02-01,12.45,12.73,-0.27
1990-03-01,13.48,13.41,0.07
1990-04-01,14.31,14.36,-0.05
1990-05-01,15.24,15.26,-0.02
1990-06-01,15.80,15.98,-0.18
1990-07-01,16.15,16.23,-0.08
1990-08-01,15.95,16.11,-0.17
1990-09-01,15.22,15.45,-0.23
1990-10-01,14.29,14.45,-0.16
1990-11-01,13.25,13.37,-0.12
1990-12-01,12.52,12.67,-0.15
1991-01-01,12.28,12.44,-0.17
1991-02-01,12.61,12.73,-0.12
1991-03-01,13.16,13.41,-0.25
1991-04-01,14.24,14.36,-0.12
1991-05-01,15.08,15.26,-0.18
1991-06-01,16.01,15.98,0.03
1991-07-01,16.18,16.23,-0.05
1991-08-01,15.97,16.11,-0.14
1991-09-01,15.24,15.45,-0.20
1991-10-01,14.10,14.45,-0.35
1991-11-01,13.01,13.37,-0.36
1991-12-01,12.33,12.67,-0.34
1992-01-01,12.23,12.44,-0.21
1992-02-01,12.48,12.73,-0.25
1992-03-01,13.16,13.41,-0.25
1992-04-01,13.94,14.36,-0.42
1992-05-01,14.92,15.26,-0.34
1992-06-01,15.66,15.98,-0.32
1992-07-01,15.77,16.23,-0.46
1992-08-01,15.62,16.11,-0.49
1992-09-01,14.84,15.45,-0.61
1992-10-01,13.84,14.45,-0.60
1992-11-01,12.75,13.37,-0.62
1992-12-01,12.20,12.67,-0.46
1993-01-01,12.13,12.44,-0.31
1993-02-01,12.42,12.73,-0.31
1993-03-01,13.05,13.41,-0.36
1993-04-01,14.04,14.36,-0.33
1993-05-01,14.97,15.26,-0.30
1993-06-01,15.68,15.98,-0.30
1993-07-01,15.88,16.23,-0.35
1993-08-01,15.73,16.11,-0.38
1993-09-01,14.93,15.45,-0.52
1993-10-01,14.02,14.45,-0.43
1993-11-01,12.83,13.37,-0.54
1993-12-01,12.31,12.67,-0.35
1994-01-01,12.05,12.44,-0.40
1994-02-01,12.09,12.73,-0.64
1994-03-01,12.99,13.41,-0.42
1994-04-01,14.08,14.36,-0.28
1994-05-01,14.91,15.26,-0.35
1994-06-01,15.73,15.98,-0.25
1994-07-01,15.95,16.23,-0.28
1994-08-01,15.73,16.11,-0.38
1994-09-01,15.21,15.45,-0.24
1994-10-01,14.15,14.45,-0.29
1994-11-01,13.12,13.37,-0.25
1994-12-01,12.39,12.67,-0.27
1995-01-01,12.31,12.44,-0.13
1995-02-01,12.79,12.73,0.07
1995-03-01,13.17,13.41,-0.24
1995-04-01,14.24,14.36,-0.12
1995-05-01,15.03,15.26,-0.24
1995-06-01,15.90,15.98,-0.09
1995-07-01,16.13,16.23,-0.10
1995-08-01,16.00,16.11,-0.11
1995-09-01,15.25,15.45,-0.20
1995-10-01,14.25,14.45,-0.20
1995-11-01,13.15,13.37,-0.22
1995-12-01,12.32,12.67,-0.34
1996-01-01,12.08,12.44,-0.36
1996-02-01,12.51,12.73,-0.22
1996-03-01,13.10,13.41,-0.31
1996-04-01,14.02,14.36,-0.34
1996-05-01,14.89,15.26,-0.37
1996-06-01,15.67,15.98,-0.32
1996-07-01,16.02,16.23,-0.21
1996-08-01,16.00,16.11,-0.11
1996-09-01,15.12,15.45,-0.33
1996-10-01,14.01,14.45,-0.44
1996-11-01,13.15,13.37,-0.22
1996-12-01,12.42,12.67,-0.25
1997-01-01,12.07,12.44,-0.37
1997-02-01,12.42,12.73,-0.31
1997-03-01,13.24,13.41,-0.17
1997-04-01,14.03,14.36,-0.33
1997-05-01,15.01,15.26,-0.25
1997-06-01,15.90,15.98,-0.08
1997-07-01,16.06,16.23,-0.17
1997-08-01,15.98,16.11,-0.13
1997-09-01,15.38,15.45,-0.06
1997-10-01,14.39,14.45,-0.05
1997-11-01,13.35,13.37,-0.02
1997-12-01,12.62,12.67,-0.05
1998-01-01,12.39,12.44,-0.05
1998-02-01,12.88,12.73,0.15
1998-03-01,13.37,13.41,-0.04
1998-04-01,14.48,14.36,0.12
1998-05-01,15.44,15.26,0.18
1998-06-01,16.17,15.98,0.18
1998-07-01,16.35,16.23,0.12
1998-08-01,16.25,16.11,0.14
1998-09-01,15.39,15.45,-0.05
1998-10-01,14.27,14.45,-0.18
1998-11-01,13.13,13.37,-0.24
1998-12-01,12.58,12.67,-0.09
1999-01-01,12.21,12.44,-0.23
1999-02-01,12.68,12.73,-0.05
1999-03-01,13.02,13.41,-0.39
1999-04-01,14.06,14.36,-0.30
1999-05-01,14.96,15.26,-0.30
1999-06-01,15.75,15.98,-0.23
1999-07-01,16.03,16.23,-0.20
1999-08-01,15.87,16.11,-0.24
1999-09-01,15.25,15.45,-0.20
1999-10-01,14.14,14.45,-0.30
1999-11-01,13.07,13.37,-0.30
1999-12-01,12.44,12.67,-0.22
2000-01-01,12.05,12.44,-0.39
2000-02-01,12.59,12.73,-0.14
2000-03-01,13.19,13.41,-0.22
2000-04-01,14.28,14.36,-0.08
2000-05-01,15.04,15.26,-0.22
2000-06-01,15.74,15.98,-0.24
2000-07-01,15.99,16.23,-0.24
2000-08-01,15.94,16.11,-0.18
2000-09-01,15.21,15.45,-0.24
2000-10-01,14.05,14.45,-0.40
2000-11-01,13.02,13.37,-0.35
2000-12-01,12.32,12.67,-0.34
2001-01-01,12.21,12.44,-0.23
2001-02-01,12.45,12.73,-0.28
2001-03-01,13.25,13.41,-0.16
2001-04-01,14.21,14.36,-0.15
2001-05-01,15.22,15.26,-0.05
2001-06-01,15.87,15.98,-0.11
2001-07-01,16.21,16.23,-0.02
2001-08-01,16.06,16.11,-0.05
2001-09-01,15.37,15.45,-0.08
2001-10-01,14.34,14.45,-0.11
2001-11-01,13.47,13.37,0.10
2001-12-01,12.70,12.67,0.03
2002-01-01,12.54,12.44,0.10
2002-02-01,12.72,12.73,-0.01
2002-03-01,13.60,13.41,0.19
2002-04-01,14.30,14.36,-0.06
2002-05-01,15.34,15.26,0.08
2002-06-01,16.01,15.98,0.02
2002-07-01,16.26,16.23,0.03
2002-08-01,16.06,16.11,-0.05
2002-09-01,15.45,15.45,0.01
2002-10-01,14.37,14.45,-0.08
2002-11-01,13.32,13.37,-0.05
2002-12-01,12.54,12.67,-0.12
2003-01-01,12.55,12.44,0.11
2003-02-01,12.64,12.73,-0.09
2003-03-01,13.24,13.41,-0.17
2003-04-01,14.24,14.36,-0.12
2003-05-01,15.25,15.26,-0.01
2003-06-01,15.84,15.98,-0.14
2003-07-01,16.18,16.23,-0.05
2003-08-01,16.16,16.11,0.05
2003-09-01,15.52,15.45,0.07
2003-10-01,14.55,14.45,0.10
2003-11-01,13.33,13.37,-0.04
2003-12-01,12.84,12.67,0.18
2004-01-01,12.40,12.44,-0.04
2004-02-01,12.76,12.73,0.03
2004-03-01,13.40,13.41,-0.01
2004-04-01,14.35,14.36,-0.01
2004-05-01,15.05,15.26,-0.21
2004-06-01,15.89,15.98,-0.09
2004-07-01,15.95,16.23,-0.28
2004-08-01,15.95,16.11,-0.16
2004-09-01,15.41,15.45,-0.04
2004-10-01,14.45,14.45,0.01
2004-11-01,13.44,13.37,0.07
2004-12-01,12.57,12.67,-0.10
2005-01-01,12.59,12.44,0.15
2005-02-01,12.74,12.73,0.01
2005-03-01,13.50,13.41,0.09
2005-04-01,14.43,14.36,0.07
2005-05-01,15.33,15.26,0.07
2005-06-01,16.06,15.98,0.08
2005-07-01,16.31,16.23,0.08
2005-08-01,16.14,16.11,0.03
2005-09-01,15.58,15.45,0.13
2005-10-01,14.62,14.45,0.17
2005-11-01,13.50,13.37,0.13
2005-12-01,12.77,12.67,0.10
2006-01-01,12.40,12.44,-0.04
2006-02-01,12.82,12.73,0.09
2006-03-01,13.40,13.41,-0.01
2006-04-01,14.29,14.36,-0.07
2006-05-01,15.19,15.26,-0.07
2006-06-01,16.06,15.98,0.08
2006-07-01,16.23,16.23,0.00
2006-08-01,16.18,16.11,0.07
2006-09-01,15.49,15.45,0.05
2006-10-01,14.58,14.45,0.14
2006-11-01,13.47,13.37,0.10
2006-12-01,12.86,12.67,0.20
2007-01-01,12.81,12.44,0.36
2007-02-01,12.82,12.73,0.09
2007-03-01,13.41,13.41,0.00
2007-04-01,14.54,14.36,0.17
2007-05-01,15.35,15.26,0.08
2007-06-01,15.96,15.98,-0.02
2007-07-01,16.24,16.23,0.01
2007-08-01,16.09,16.11,-0.02
2007-09-01,15.36,15.45,-0.09
2007-10-01,14.43,14.45,-0.01
2007-11-01,13.33,13.37,-0.04
2007-12-01,12.58,12.67,-0.09
2008-01-01,12.11,12.44,-0.33
2008-02-01,12.41,12.73,-0.32
2008-03-01,13.43,13.41,0.02
2008-04-01,14.23,14.36,-0.13
2008-05-01,15.16,15.26,-0.11
2008-06-01,15.78,15.98,-0.20
2008-07-01,16.21,16.23,-0.02
2008-08-01,16.03,16.11,-0.08
2008-09-01,15.42,15.45,-0.03
2008-10-01,14.48,14.45,0.04
2008-11-01,13.42,13.37,0.05
2008-12-01,12.62,12.67,-0.04
2009-01-01,12.50,12.44,0.06
2009-02-01,12.69,12.73,-0.03
2009-03-01,13.29,13.41,-0.12
2009-04-01,14.30,14.36,-0.06
2009-05-01,15.26,15.26,-0.00
2009-06-01,15.99,15.98,0.00
2009-07-01,16.37,16.23,0.14
2009-08-01,16.16,16.11,0.04
2009-09-01,15.55,15.45,0.10
2009-10-01,14.53,14.45,0.08
2009-11-01,13.51,13.37,0.14
2009-12-01,12.73,12.67,0.07
2010-01-01,12.64,12.44,0.19
2010-02-01,12.95,12.73,0.22
2010-03-01,13.68,13.41,0.27
2010-04-01,14.61,14.36,0.25
2010-05-01,15.46,15.26,0.20
2010-06-01,16.07,15.98,0.09
2010-07-01,16.28,16.23,0.05
2010-08-01,16.16,16.11,0.05
2010-09-01,15.55,15.45,0.10
2010-10-01,14.56,14.45,0.12
2010-11-01,13.50,13.37,0.13
2010-12-01,12.56,12.67,-0.10
2011-01-01,12.35,12.44,-0.09
2011-02-01,12.55,12.73,-0.18
2011-03-01,13.35,13.41,-0.06
2011-04-01,14.38,14.36,0.01
2011-05-01,15.22,15.26,-0.04
2011-06-01,16.00,15.98,0.02
2011-07-01,16.37,16.23,0.14
2011-08-01,16.22,16.11,0.11
2011-09-01,15.49,15.45,0.05
2011-10-01,14.48,14.45,0.03
2011-11-01,13.28,13.37,-0.09
2011-12-01,12.63,12.67,-0.04
2012-01-01,12.28,12.44,-0.17
2012-02-01,12.55,12.73,-0.18
2012-03-01,13.27,13.41,-0.14
2012-04-01,14.42,14.36,0.05
2012-05-01,15.44,15.26,0.17
2012-06-01,16.10,15.98,0.12
2012-07-01,16.27,16.23,0.04
2012-08-01,16.19,16.11,0.08
2012-09-01,15.56,15.45,0.11
2012-10-01,14.67,14.45,0.22
2012-11-01,13.57,13.37,0.20
2012-12-01,12.63,12.67,-0.03
2013-01-01,12.59,12.44,0.15
2013-02-01,12.75,12.73,0.02
2013-03-01,13.43,13.41,0.02
2013-04-01,14.33,14.36,-0.04
2013-05-01,15.28,15.26,0.02
2013-06-01,16.09,15.98,0.11
2013-07-01,16.20,16.23,-0.03
2013-08-01,16.17,16.11,0.05
2013-09-01,15.62,15.45,0.17
2013-10-01,14.50,14.45,0.05
2013-11-01,13.52,13.37,0.15
2013-12-01,12.79,12.67,0.13
2014-01-01,12.57,12.44,0.13
2014-02-01,12.63,12.73,-0.10
2014-03-01,13.50,13.41,0.09
2014-04-01,14.47,14.36,0.11
2014-05-01,15.44,15.26,0.18
2014-06-01,16.05,15.98,0.07
2014-07-01,16.29,16.23,0.06
2014-08-01,16.25,16.11,0.14
2014-09-01,15.63,15.45,0.18
2014-10-01,14.61,14.45,0.16
2014-11-01,13.42,13.37,0.05
2014-12-01,12.85,12.67,0.19
2015-01-01,12.63,12.44,0.19
2015-02-01,12.93,12.73,0.20
2015-03-01,13.64,13.41,0.23
2015-04-01,14.42,14.36,0.06
2015-05-01,15.44,15.26,0.18
2015-06-01,16.17,15.98,0.19
2015-07-01,16.38,16.23,0.15
2015-08-01,16.35,16.11,0.24
2015-09-01,15.71,15.45,0.27
2015-10-01,14.89,14.45,0.44
2015-11-01,13.76,13.37,0.39
2015-12-01,13.20,12.67,0.54
2016-01-01,12.99,12.44,0.55
2016-02-01,13.42,12.73,0.69
2016-03-01,14.03,13.41,0.63
2016-04-01,14.89,14.36,0.53
2016-05-01,15.68,15.26,0.42
2016-06-01,16.24,15.98,0.26
2016-07-01,16.59,16.23,0.36
2016-08-01,16.51,16.11,0.40
2016-09-01,15.80,15.45,0.36
2016-10-01,14.79,14.45,0.34
2016-11-01,13.78,13.37,0.40
2016-12-01,13.00,12.67,0.34
2017-01-01,12.85,12.44,0.40
2017-02-01,13.23,12.73,0.50
2017-03-01,13.91,13.41,0.50
2017-04-01,14.69,14.36,0.33
2017-05-01,15.63,15.26,0.37
2017-06-01,16.18,15.98,0.20
2017-07-01,16.49,16.23,0.26
2017-08-01,16.41,16.11,0.30
2017-09-01,15.73,15.45,0.28
2017-10-01,14.81,14.45,0.36
2017-11-01,13.62,13.37,0.25
2017-12-01,13.04,12.67,0.37
2018-01-01,12.68,12.44,0.24
2018-02-01,12.99,12.73,0.26
2018-03-01,13.68,13.41,0.27
2018-04-01,14.67,14.36,0.31
2018-05-01,15.51,15.26,0.25
2018-06-01,16.21,15.98,0.22
2018-07-01,16.51,16.23,0.28
2018-08-01,16.32,16.11,0.21
2018-09-01,15.65,15.45,0.20
2018-10-01,14.80,14.45,0.35
2018-11-01,13.61,13.37,0.24
2018-12-01,13.00,12.67,0.33
2019-01-01,12.73,12.44,0.28
2019-02-01,13.04,12.73,0.31
2019-03-01,13.92,13.41,0.51
2019-04-01,14.80,14.36,0.44
2019-05-01,15.62,15.26,0.36
2019-06-01,16.35,15.98,0.37
2019-07-01,16.63,16.23,0.40
2019-08-01,16.47,16.11,0.36
2019-09-01,15.82,15.45,0.38
2019-10-01,14.90,14.45,0.45
2019-11-01,13.78,13.37,0.40
2019-12-01,13.20,12.67,0.54
2020-01-01,13.02,12.44,0.58
2020-02-01,13.33,12.73,0.60
2020-03-01,13.90,13.41,0.49
2020-04-01,14.88,14.36,0.52
2020-05-01,15.73,15.26,0.47
2020-06-01,16.34,15.98,0.36
2020-07-01,16.55,16.23,0.32
2020-08-01,16.38,16.11,0.27
2020-09-01,15.88,15.45,0.43
2020-10-01,14.82,14.45,0.38
2020-11-01,13.91,13.37,0.54
2020-12-01,12.90,12.67,0.23
2021-01-01,12.69,12.44,0.24
2021-02-01,12.79,12.73,0.06
2021-03-01,13.60,13.41,0.19
2021-04-01,14.55,14.36,0.19
2021-05-01,15.52,15.26,0.26
2021-06-01,16.20,15.98,0.21
2021-07-01,16.56,16.23,0.33
2021-08-01,16.42,16.11,0.31
2021-09-01,15.85,15.45,0.40
2021-10-01,14.87,14.45,0.42
2021-11-01,13.72,13.37,0.35
2021-12-01,12.99,12.67,0.32
2022-01-01,12.72,12.44,0.28
2022-02-01,12.96,12.73,0.23
2022-03-01,13.80,13.41,0.39
2022-04-01,14.64,14.36,0.28
2022-05-01,15.52,15.26,0.26
2022-06-01,16.29,15.98,0.31
2022-07-01,16.61,16.23,0.38
2022-08-01,16.41,16.11,0.30
2022-09-01,15.80,15.45,0.35
2022-10-01,14.86,14.45,0.41
2022-11-01,13.53,13.37,0.16
2022-12-01,12.94,12.67,0.27
2023-01-01,12.69,12.44,0.25
2023-02-01,13.02,12.73,0.29
2023-03-01,13.92,13.41,0.51
2023-04-01,14.68,14.36,0.32
2023-05-01,15.66,15.26,0.40
2023-06-01,16.51,15.98,0.53
2023-07-01,16.95,16.23,0.72
2023-08-01,16.82,16.11,0.71
2023-09-01,16.38,15.45,0.93
2023-10-01,15.30,14.45,0.85
2023-11-01,14.22,13.37,0.85
